issue_id,status,owner,priority.code,priority.code.numeric,reported.by,elapsed.time,comments,commenters,comments.by.nonowners,commenters.nonowners,owner.bugs,owner.comments,owner.comments.nonowned,total.vertices,c1_c1,c1_c2,c1_c3,c1_c4,c2_c2,c2_c3,c2_c4,c3_c3,c3_c4,c4_c4,repeat.edges,total.distinct,total.edges
27520,Fix Released,lizheming,Undecided,1,Joe Gordon,1867.8994,10,5,8,4,30,167,126,5,0,1,0,4,0,0,3,0,0,5,5,5,10
27521,Fix Released,Xing Yang,Undecided,1,Xing Yang,1862.4378,18,6,13,5,52,270,58,6,0,1,0,12,0,0,9,0,0,10,9,6,15
27522,Fix Released,Kun Huang,Undecided,1,Kun Huang,1794.4186,8,4,5,3,51,98,56,4,0,0,0,5,0,0,0,0,0,0,3,3,6
27523,Fix Released,Christopher Yeoh,Undecided,1,Christopher Yeoh,1437.3489,8,3,5,2,83,384,188,3,0,0,0,0,0,0,1,0,4,0,2,1,3
27524,Fix Released,Mike Spreitzer,Undecided,1,Mike Spreitzer,1401.4486,8,4,4,3,11,129,71,4,0,0,0,4,0,0,0,0,0,3,4,2,6
27525,Fix Released,Haiwei Xu,Undecided,1,Haiwei Xu,1397.0653,8,4,5,3,39,153,37,4,0,0,0,5,0,0,0,0,0,0,3,3,6
27526,Fix Released,None,Undecided,1,Lee Thompson,1378.4981,8,4,8,4,15804,0,0,4,0,0,0,4,0,0,0,0,0,3,4,2,6
27527,Fix Released,lizheming,Undecided,1,lizheming,1376.8783,9,4,5,3,30,167,126,4,0,0,0,1,0,0,4,0,0,1,3,3,6
27528,Fix Released,lizheming,Undecided,1,lizheming,1376.7239,8,4,5,3,30,167,126,4,0,0,0,1,0,0,4,0,0,0,3,3,6
27529,Fix Released,Eric Windisch,Undecided,1,Eric Windisch,1331.1525,11,5,8,4,23,58,36,5,3,0,0,13,0,0,0,0,0,4,9,1,10
27530,Fix Released,Liyingjun,Undecided,1,Liyingjun,1324.2442,8,4,5,3,128,461,156,4,0,0,0,2,0,0,1,0,2,0,3,3,6
27531,Fix Released,Haiwei Xu,Undecided,1,Haiwei Xu,1307.8469,8,4,5,3,39,153,37,4,0,0,0,5,0,0,0,0,0,0,3,3,6
27532,Fix Released,sahid,Undecided,1,sahid,1140.1233,8,4,5,3,60,189,82,4,0,0,0,4,0,0,1,0,0,5,6,0,6
27533,Fix Released,wingwj,High,5,wingwj,1132.2175,20,8,12,7,28,110,49,8,10,0,0,20,0,0,0,0,0,4,17,11,28
27534,Fix Released,Gary Kotton,High,5,dan wendlandt,1131.5217,20,7,16,6,299,1583,491,7,0,0,1,2,0,0,6,0,6,14,7,14,21
27535,Fix Released,Sabari Murugesan,High,5,Sabari Murugesan,6615.7131,18,7,14,6,18,61,15,7,3,2,4,8,0,0,0,0,7,3,13,8,21
27536,Fix Released,David Ripton,High,5,Stanislaw Pitucha,5472.6947,67,8,60,7,26,120,75,8,18,0,3,79,0,0,0,0,0,14,21,7,28
27537,Fix Released,Tristan Cacqueray,High,5,Jeremy Stanley,5012.7292,67,8,61,7,43,973,492,8,18,0,4,78,0,0,0,0,0,14,20,8,28
27538,Fix Released,Gary Kotton,High,5,Ryan Hsu,4974.7686,26,9,23,8,299,1583,491,9,5,0,15,17,0,0,0,0,1,0,14,22,36
27539,Fix Released,Vui Lam,High,5,Vui Lam,4874.2275,13,5,11,4,9,24,8,5,3,0,1,10,0,0,0,0,1,1,6,4,10
27540,Fix Released,Gary Kotton,High,5,Ryan Hsu,4503.4622,14,5,9,4,299,1583,491,5,0,0,0,12,0,0,0,0,0,9,9,1,10
27541,Fix Released,Gary Kotton,High,5,Ryan Hsu,3157.1692,28,10,23,9,299,1583,491,10,3,1,4,26,0,1,7,0,21,28,25,20,45
27542,Fix Released,John Warren,High,5,Jennifer Mulsow,3096.0619,16,7,15,6,9,29,6,7,1,0,0,26,0,0,0,0,0,11,15,6,21
27543,Fix Released,Aaron Rosen,High,5,Aaron Rosen,2995.0361,8,4,5,3,333,1485,312,4,0,0,0,0,0,0,0,0,0,5,3,3,6
27544,Fix Released,Xavier Queralt,High,5,Tzach Shefi,2783.125,37,7,21,6,25,190,90,7,7,13,0,24,0,0,10,0,0,3,16,5,21
27545,Fix Released,Christopher Yeoh,High,5,Christopher Yeoh,2760.0097,9,4,5,3,83,384,188,4,0,0,0,0,0,0,2,0,4,0,3,3,6
27546,Fix Released,Christopher Yeoh,High,5,Christopher Yeoh,2118.9242,8,4,5,3,83,384,188,4,0,0,0,0,0,0,2,0,4,0,3,3,6
27547,Fix Released,Christopher Yeoh,High,5,Christopher Yeoh,1687.0278,7,4,5,3,83,384,188,4,0,0,0,0,0,0,1,0,4,0,3,3,6
27548,Fix Released,Sean Dague,High,5,Christopher Yeoh,1686.9972,14,5,12,4,111,1748,1500,5,0,0,0,0,0,0,0,0,12,8,6,4,10
27549,Fix Released,Gary Kotton,High,5,Divakar Padiyar Nandavar,1668.0672,13,5,8,4,299,1583,491,5,1,0,0,12,0,0,0,0,0,5,5,5,10
27550,Fix Released,Matthew Gilliard,High,5,Matthew Gilliard,1501.1653,15,7,8,6,11,99,36,7,1,4,0,10,0,0,2,0,3,2,11,10,21
27551,Fix Released,Shawn Hartsock,High,5,Shawn Hartsock,1468.8014,15,4,5,3,18,410,339,4,0,0,0,0,0,0,0,0,6,0,3,3,6
27552,Fix Released,Arnaud Legendre,High,5,Arnaud Legendre,817.9811,11,4,5,3,39,99,25,4,0,0,0,6,0,0,0,0,0,1,4,2,6
27553,Fix Released,John Garbutt,High,5,John Garbutt,646.9064,11,3,4,2,91,684,357,3,0,0,0,0,0,0,0,0,0,4,2,1,3
27554,Fix Released,Nikola ?ipanov,High,5,Xavier Queralt,644.9364,7,3,7,3,47,111,87,3,0,1,0,0,0,0,1,0,0,0,1,2,3
27555,Fix Released,Christopher Yeoh,High,5,Christopher Yeoh,581.5878,8,3,4,2,83,384,188,3,0,0,0,0,0,0,0,0,4,0,2,1,3
27557,Fix Released,Robert Collins,High,5,Robert Collins,512.8258,12,5,9,4,55,958,886,5,0,0,0,0,0,0,0,0,0,14,8,2,10
27558,Fix Released,Jay Pipes,High,5,Cory Stone,511.4717,12,6,12,6,181,2242,1440,6,2,4,0,8,0,0,2,0,0,1,11,4,15
27559,Fix Released,Phil Day,High,5,Phil Day,501.0389,11,4,8,3,54,262,101,4,0,0,0,0,0,0,0,0,8,1,4,2,6
27560,Fix Released,Andrew Laski,High,5,Andrew Laski,479.8647,13,4,7,3,71,355,150,4,0,0,0,0,0,0,9,0,0,3,5,1,6
27561,Fix Released,Andrew Laski,High,5,Andrew Laski,457.2894,13,4,6,3,71,355,150,4,0,0,0,0,0,0,6,0,0,3,5,1,6
27562,Fix Released,Shawn Hartsock,High,5,Shawn Hartsock,431.5044,12,3,3,2,18,410,339,3,0,0,0,0,0,0,0,0,3,0,2,1,3
27563,Fix Released,Gary Kotton,High,5,Ryan Hsu,431.3503,19,7,16,6,299,1583,491,7,0,0,8,12,0,0,0,0,5,3,9,12,21
27565,Fix Released,Chris Friesen,High,5,Chris Friesen,411.1506,15,7,11,6,7,39,21,7,6,0,0,21,0,0,0,0,0,1,13,8,21
27566,Fix Released,Gary Kotton,High,5,Gary Kotton,409.5481,10,3,4,2,299,1583,491,3,0,0,0,0,0,0,0,0,0,4,2,1,3
27567,Fix Released,John Warren,High,5,John Warren,383.1147,14,9,12,8,9,29,6,9,3,0,2,22,0,0,0,0,3,5,17,19,36
27568,Fix Released,John Garbutt,High,5,Bob Ball,346.1525,18,5,16,4,91,684,357,5,0,0,0,24,0,0,0,0,0,3,5,5,10
27569,Fix Released,Bob Ball,High,5,Bob Ball,339.1147,18,5,8,4,31,165,75,5,0,0,0,22,0,0,0,0,0,3,5,5,10
27570,Fix Released,Gary Kotton,High,5,Gary Kotton,291.9425,11,3,4,2,299,1583,491,3,0,0,0,0,0,0,0,0,0,4,2,1,3
27572,Fix Released,Dan Smith,High,5,Avishay Balderman,149.6208,15,7,9,6,99,284,98,7,1,7,2,7,0,6,2,0,2,2,9,12,21
27573,Fix Released,Shawn Hartsock,High,5,Ryan Hsu,318.1972,9,4,6,3,18,410,339,4,0,0,3,4,0,0,0,0,2,0,4,2,6
27574,Fix Released,Russell Bryant,High,5,David Patterson,171.1156,13,6,11,5,142,4048,3374,6,0,3,3,6,0,2,3,0,4,2,12,3,15
27575,Fix Released,None,Medium,4,Robert Collins,168.8506,12,4,12,4,15804,0,0,4,0,0,0,0,0,0,0,0,5,3,3,3,6
27577,Fix Released,Nikola ?ipanov,Medium,4,Nikola ?ipanov,167.3614,9,4,5,3,47,111,87,4,0,0,0,6,0,0,0,0,0,0,3,3,6
27578,Fix Released,Michael H Wilson,Medium,4,Jay Lau,7411.2,12,5,12,5,4,35,15,5,0,0,0,4,0,0,0,1,4,7,8,2,10
27579,Fix Released,Nikola ?ipanov,Medium,4,Bellantuono Daniel,4805.9203,9,4,4,3,47,111,87,4,8,5,5,0,0,0,0,0,0,0,4,2,6
27580,Fix Released,None,Medium,4,Stanislaw Pitucha,4696.5103,10,6,10,6,15804,0,0,6,1,2,1,8,0,0,1,0,3,3,10,5,15
27581,Fix Released,Aaron Rosen,Medium,4,Aaron Rosen,3968.2214,10,4,5,3,333,1485,312,4,0,0,0,0,0,0,0,0,0,5,3,3,6
27582,Fix Released,wangpan,Medium,4,wangpan,3939.8522,13,5,9,4,32,107,14,5,0,0,0,10,0,0,0,0,0,2,6,4,10
27583,Fix Released,Aaron Rosen,Medium,4,Xiang Hui,2587.7706,11,6,9,5,333,1485,312,6,1,0,0,10,0,0,0,0,0,2,8,7,15
27584,Fix Released,Tiago Rodrigues de Mello,Medium,4,Robert Collins,2465.1889,13,6,10,5,24,63,24,6,1,0,0,9,0,0,0,0,0,5,10,5,15
27585,Fix Released,Xavier Queralt,Medium,4,Xavier Queralt,1595.6028,14,5,8,4,25,190,90,5,0,0,0,0,0,0,11,0,0,5,7,3,10
27586,Fix Released,Liusheng,Medium,4,Sarath Menon,1004.2994,12,6,11,5,82,384,221,6,0,3,0,7,2,0,4,0,0,0,7,8,15
27587,Fix Released,Matt Riedemann,Medium,4,Matt Riedemann,970.1117,10,5,6,4,179,2096,1422,5,0,0,0,1,0,0,0,0,0,6,4,6,10
27588,Fix Released,Gary Kotton,Medium,4,Gary Kotton,600.3328,10,3,4,2,299,1583,491,3,0,0,0,0,0,0,0,0,0,6,2,1,3
27589,Fix Released,Andrew Laski,Medium,4,Andrew Laski,531.8408,10,4,4,3,71,355,150,4,0,0,0,0,0,0,4,0,0,0,3,3,6
27590,Fix Released,Tracy Jones,Medium,4,Tracy Jones,466.4231,14,5,6,4,12,536,515,5,0,0,0,0,0,0,0,0,6,7,9,1,10
27591,Fix Released,Liyingjun,Medium,4,Liyingjun,336.2186,10,5,7,4,128,461,156,5,0,0,0,0,0,0,0,0,7,0,4,6,10
27593,Fix Released,Johannes Erdfelt,Medium,4,Johannes Erdfelt,333.5367,12,5,6,4,105,444,96,5,0,0,0,0,0,2,4,0,4,0,7,3,10
27594,Fix Released,John Garbutt,Low,3,Mate Lakat,184.1017,9,4,5,3,91,684,357,4,0,0,0,0,0,2,5,0,0,0,3,3,6
27595,Fix Released,Liyingjun,Low,3,Liyingjun,170.6464,11,6,7,5,128,461,156,6,1,0,0,2,0,0,2,0,5,2,6,9,15
27597,Fix Released,Facundo Farias,Low,3,Eric Brown,4305.3322,9,6,8,5,11,18,4,6,1,0,0,10,0,0,0,0,0,3,6,9,15
27598,Fix Released,Matt Riedemann,Low,3,Matt Riedemann,2608.2625,9,5,5,4,179,2096,1422,5,0,0,0,0,0,0,0,0,0,7,6,4,10
27599,Fix Released,jichenjc,Low,3,jichenjc,1461.7061,9,4,6,3,82,174,6,4,0,0,0,6,0,0,0,0,0,6,6,0,6
27600,Fix Released,None,Low,3,Mike Spreitzer,1389.3522,9,6,9,6,15804,0,0,6,0,0,0,7,0,0,0,0,0,7,10,5,15
27601,Fix Released,Xavier Queralt,Low,3,Xavier Queralt,1302.0469,15,4,7,3,25,190,90,4,0,0,0,0,9,1,5,0,0,0,4,2,6
27602,Fix Released,Dazhao Yu,Low,3,Dazhao Yu,949.3983,9,5,6,4,8,47,17,5,0,1,0,5,0,0,1,0,1,0,4,6,10
27603,Fix Released,Leandro Ignacio Costantino,Low,3,Matt Riedemann,795.9147,11,5,10,4,27,75,25,5,0,0,0,6,0,0,0,0,0,5,6,4,10
27604,Fix Released,Christopher Yeoh,Low,3,Masayuki Igawa,755.7508,11,6,8,5,83,384,188,6,0,1,3,5,0,0,0,1,4,0,7,8,15
27605,Fix Released,Chen Xiao,Low,3,Chen Xiao,669.9817,10,5,6,4,23,61,7,5,0,0,0,6,0,0,0,0,0,1,4,6,10
27606,Fix Released,Aaron Rosen,Low,3,Aaron Rosen,631.0292,10,4,5,3,333,1485,312,4,0,0,0,0,0,0,0,0,0,5,3,3,6
27607,Fix Released,None,Low,3,Jay Pipes,608.6272,10,6,10,6,15804,0,0,6,0,0,2,3,0,0,0,0,3,4,8,7,15
27608,Fix Released,None,Low,3,ChangBo Guo(gcb),425.7906,8,5,8,5,15804,0,0,5,0,0,0,2,0,0,0,0,0,4,4,6,10
27609,Fix Released,Jay Lee,Low,3,Jay Lee,379.1119,9,5,6,4,4,24,14,5,1,0,0,6,0,0,0,0,0,0,4,6,10
27610,Fix Released,Tracy Jones,Low,3,Tracy Jones,352.8469,11,4,5,3,12,536,515,4,0,0,0,0,0,0,0,0,5,5,6,0,6
27611,Fix Released,Aaron Rosen,Low,3,Aaron Rosen,348.9578,9,4,5,3,333,1485,312,4,0,0,0,0,0,0,0,0,0,5,3,3,6
27612,Fix Released,Matt Riedemann,Low,3,Matt Riedemann,306.7775,11,4,5,3,179,2096,1422,4,0,0,0,0,0,0,0,0,0,5,3,3,6
27613,Fix Released,Yaguang Tang,Wishlist,2,Yaguang Tang,301.9475,14,6,10,5,102,387,147,6,0,1,6,5,0,0,3,0,7,1,10,5,15
27614,Fix Released,Jay Lau,Wishlist,2,Jay Lau,166.5786,15,3,3,2,85,342,178,3,0,0,1,0,0,0,0,0,4,0,2,1,3
27615,Fix Released,Gary Kotton,Wishlist,2,Jaroslav Henner,5870.1061,10,5,10,5,299,1583,491,5,2,8,0,2,1,0,0,0,0,0,7,3,10
27616,Fix Released,sahid,Wishlist,2,sahid,4541.6244,12,4,4,3,60,189,82,4,0,0,0,7,0,0,2,0,0,5,6,0,6
27617,Fix Released,Leandro Ignacio Costantino,Wishlist,2,Christian Berendt,1806.6969,12,6,9,5,27,75,25,6,3,5,0,0,0,0,4,0,0,0,6,9,15
27618,Fix Released,GuoHui Liu,Undecided,1,GuoHui Liu,1638.5614,9,4,5,3,19,74,35,4,0,0,0,5,0,0,0,0,0,0,3,3,6
27619,Fix Released,None,Undecided,1,Sean Dague,1084.8886,13,5,13,5,15804,0,0,5,0,0,0,12,0,0,0,0,0,4,5,5,10
27620,Fix Released,huangtianhua,Undecided,1,huangtianhua,3798.8383,8,4,5,3,128,399,33,4,0,0,0,1,0,0,4,0,0,0,3,3,6
27621,Fix Released,None,Undecided,1,Mathew Odden,2613.7014,10,6,10,6,15804,0,0,6,4,0,0,4,0,0,0,0,0,0,4,11,15
27622,Fix Released,Matthew Gilliard,Undecided,1,Weiwen Chen,2849.1589,14,7,11,6,11,99,36,7,5,7,3,12,0,1,4,0,4,3,13,8,21
27623,Fix Released,jichenjc,Undecided,1,jichenjc,2774.7564,8,4,5,3,82,174,6,4,0,0,0,5,0,0,0,0,0,5,6,0,6
27624,Fix Released,Haiwei Xu,Undecided,1,Haiwei Xu,1460.6861,8,4,5,3,39,153,37,4,0,0,0,5,0,0,0,0,0,0,3,3,6
27625,Fix Released,Masayuki Igawa,Undecided,1,Masayuki Igawa,1141.6275,10,6,7,5,25,68,24,6,2,0,0,11,0,0,0,0,0,3,10,5,15
27626,Fix Released,Ken'ichi Ohmichi,Undecided,1,Ken'ichi Ohmichi,974.8203,12,4,7,3,67,227,42,4,0,0,0,2,0,0,7,0,0,0,3,3,6
27627,Fix Released,Gary Kotton,Undecided,1,Gary Kotton,971.965,8,4,5,3,299,1583,491,4,0,0,0,0,0,0,0,0,0,5,3,3,6
27628,Fix Released,Haiwei Xu,Undecided,1,Haiwei Xu,785.6381,9,4,5,3,39,153,37,4,0,0,0,5,0,0,0,0,0,0,3,3,6
27629,Fix Released,Andreas Jaeger,Undecided,1,Andreas Jaeger,648.6633,8,4,4,3,307,2119,1082,4,0,0,0,0,0,0,0,0,0,5,3,3,6
27630,Fix Released,Rafael Folco,Undecided,1,Rafael Folco,588.1353,9,6,7,5,1,2,0,6,0,1,0,6,0,0,0,0,4,1,7,8,15
27631,Fix Released,John Warren,Undecided,1,John Warren,535.7133,11,6,7,5,9,29,6,6,3,0,0,13,0,0,0,0,0,4,12,3,15
27632,Fix Released,Johannes Erdfelt,Undecided,1,Johannes Erdfelt,509.6469,8,4,5,3,105,444,96,4,0,0,0,0,0,0,0,0,5,0,3,3,6
27633,Fix Released,Roman Podoliaka,Undecided,1,Roman Podoliaka,505.1814,20,5,14,4,72,511,352,5,0,0,0,0,0,0,0,3,12,0,4,6,10
27634,Fix Released,Roman Podoliaka,Undecided,1,Roman Podoliaka,483.8622,8,4,5,3,72,511,352,4,0,0,0,0,0,0,0,0,5,0,3,3,6
27635,Fix Released,None,Undecided,1,Jay Pipes,426.6667,8,5,8,5,15804,0,0,5,0,0,0,4,0,0,0,0,0,5,7,3,10
27636,Fix Released,Leandro Ignacio Costantino,Undecided,1,Leandro Ignacio Costantino,426.4931,9,5,6,4,27,75,25,5,0,0,0,6,0,0,0,0,0,2,5,5,10
27637,Fix Released,None,Undecided,1,Jaroslav Henner,380.8083,9,5,9,5,15804,0,0,5,0,0,1,4,0,0,0,0,1,0,4,6,10
27638,Fix Released,Chris Friesen,Undecided,1,Chris Friesen,343.0369,10,6,7,5,7,39,21,6,1,0,0,10,0,0,0,0,0,5,10,5,15
27639,Fix Released,Aaron Rosen,Critical,6,Sean Chandler,313.6031,14,5,9,4,333,1485,312,5,1,0,0,14,0,0,0,0,0,0,5,5,10
27640,Fix Released,Sidharth Surana,High,5,Eric Brown,290.2392,19,6,19,6,2,2,1,6,0,0,4,11,0,0,0,0,5,4,10,5,15
27641,Fix Released,Russell Bryant,High,5,Russell Bryant,177.5733,11,3,5,2,142,4048,3374,3,0,0,0,0,0,0,0,0,0,9,3,0,3
27642,Fix Released,Vladik Romanovsky,High,5,Andrew Melton,428.3822,16,10,15,9,26,95,29,10,13,0,0,23,0,0,0,0,0,0,15,30,45
27643,Fix Released,Dan Smith,High,5,Jay Lau,123.2294,12,3,12,3,99,284,98,3,0,0,0,0,0,0,0,0,8,1,3,0,3
27644,Fix Released,Russell Bryant,High,5,Russell Bryant,119.7947,10,3,4,2,142,4048,3374,3,0,0,0,0,0,0,0,0,0,5,3,0,3
27645,Fix Released,Dan Smith,High,5,Matt Riedemann,31.7519,11,3,11,3,99,284,98,3,0,0,0,0,0,0,0,0,0,4,2,1,3
27646,Fix Released,Edward Hope-Morley,Critical,6,Edward Hope-Morley,24.3936,19,6,13,5,51,258,37,6,0,1,0,11,0,0,11,0,1,9,10,5,15
27647,Fix Released,Luis A. Garcia,High,5,Kieran Spear,9.1619,31,14,29,13,39,150,17,14,21,16,9,51,0,0,20,0,18,30,31,60,91
27648,Fix Released,Subbu,High,5,Sreeram Yerrapragada,970.5381,13,7,11,6,7,49,40,7,10,0,0,20,0,0,0,0,0,0,13,8,21
27649,Fix Released,Dan Prince,High,5,Dan Prince,3678.1058,9,3,4,2,416,2684,783,3,0,0,0,0,0,0,0,0,0,4,2,1,3
27650,Fix Released,Subbu,High,5,Subbu,1689.9625,22,8,18,7,7,49,40,8,5,0,0,28,0,0,0,0,7,22,17,11,28
27651,Fix Released,John Griffith,High,5,John Griffith,1384.8956,23,4,21,3,234,2279,1425,4,0,0,0,0,0,0,0,0,0,44,6,0,6
27652,Fix Released,Qin Zhao,High,5,Qin Zhao,1342.6569,11,4,9,3,24,89,34,4,0,0,3,6,0,0,0,0,6,0,5,1,6
27653,Fix Released,Dong Liu,High,5,Dong Liu,1183.9603,22,7,18,6,4,24,7,7,4,0,2,28,0,0,0,0,4,6,17,4,21
27654,Fix Released,John Griffith,High,5,John Griffith,1057.9969,16,6,7,5,234,2279,1425,6,1,0,0,11,0,0,0,0,0,11,11,4,15
27655,Fix Released,Eric Harney,High,5,Dafna Ron,1039.9942,23,5,18,4,69,577,328,5,0,5,0,16,0,0,11,0,4,19,10,0,10
27656,Fix Released,Luis A. Garcia,High,5,Matthew Edmonds,993.6158,20,6,19,5,39,150,17,6,1,0,4,28,0,0,0,0,14,9,12,3,15
27658,Fix Released,Eric Harney,High,5,Eric Harney,979.6064,20,4,15,3,69,577,328,4,0,0,0,0,0,0,0,0,17,17,6,0,6
27659,Fix Released,Mike Perez,High,5,Mike Perez,972.8175,14,4,12,3,53,776,629,4,0,0,0,0,0,0,11,0,1,19,6,0,6
27660,Fix Released,Eric Harney,High,5,Dafna Ron,468.6286,21,5,16,4,69,577,328,5,0,0,5,14,0,0,0,0,14,17,10,0,10
27661,Fix Released,John Griffith,Medium,4,Joshua Harlow,254.7753,13,5,8,4,234,2279,1425,5,0,0,2,4,0,0,0,0,9,2,7,3,10
27662,Fix Released,Rushi Agrawal,Medium,4,Eric Harney,209.9069,10,5,9,4,18,107,81,5,0,0,1,4,0,0,2,0,5,3,7,3,10
27664,Fix Released,Xavier Queralt,Medium,4,Xavier Queralt,2843.1542,25,7,19,6,25,190,90,7,6,2,0,35,0,0,1,0,10,30,17,4,21
27665,Fix Released,Navneet,Medium,4,Jeff Applewhite,1812.5431,21,6,18,5,31,147,55,6,3,2,0,27,0,0,9,0,0,18,11,4,15
27666,Fix Released,Eric Harney,Medium,4,Dafna Ron,1151.7172,19,7,15,6,69,577,328,7,1,1,6,17,0,0,0,2,22,10,14,7,21
27667,Fix Released,Navneet,Medium,4,Agustin Trolli,1364.7586,20,7,19,6,31,147,55,7,3,0,3,39,0,0,0,0,15,18,13,8,21
27668,Fix Released,Avishay Traeger,Medium,4,Avishay Traeger,1360.2464,21,4,15,3,75,361,178,4,0,0,0,0,0,0,0,0,17,16,5,1,6
27669,Fix Released,Jay Bryant,Medium,4,Jay Bryant,1284.4717,11,3,6,2,61,523,348,3,0,0,0,7,0,0,1,0,0,0,2,1,3
27670,Fix Released,Jay Lau,Medium,4,Jay Lau,1177.4639,11,3,5,2,85,342,178,3,5,0,0,0,0,0,0,0,3,0,2,1,3
27671,Fix Released,Navneet,Medium,4,Jeff Applewhite,1121.7167,19,5,18,4,31,147,55,5,1,0,0,26,0,0,0,0,0,18,8,2,10
27672,Fix Released,Navneet,Medium,4,Navneet,1107.0667,20,4,15,3,31,147,55,4,0,0,0,16,0,0,0,0,0,18,5,1,6
27673,Fix Released,Jay Bryant,Medium,4,Brad Pokorny,1047.7081,32,8,32,8,61,523,348,8,2,0,14,33,0,0,0,2,15,45,24,4,28
27674,Fix Released,ling-yun,Medium,4,ling-yun,1033.4531,19,6,16,5,47,196,115,6,1,0,0,17,0,0,1,0,0,5,7,8,15
27675,Fix Released,John Griffith,Medium,4,John Griffith,979.3919,8,4,6,3,234,2279,1425,4,0,0,0,0,0,0,0,0,3,7,5,1,6
27676,Fix Released,huangtianhua,Medium,4,huangtianhua,890.0406,10,4,7,3,128,399,33,4,0,0,2,4,0,0,1,0,2,0,4,2,6
27677,Fix Released,Sam Morrison,Medium,4,Sam Morrison,513.6111,18,5,16,4,23,208,145,5,0,0,0,0,0,0,16,0,0,27,9,1,10
27678,Fix Released,Navneet,Medium,4,Ben Swartzlander,385.2811,20,6,16,5,31,147,55,6,4,0,0,20,0,0,0,0,0,15,11,4,15
27679,Fix Released,John Griffith,Medium,4,David Kranz,366.4289,11,4,5,3,234,2279,1425,4,0,0,0,0,0,0,0,0,9,5,6,0,6
27680,Fix Released,zhangyanzi,Medium,4,zhangyanzi,306.9456,9,4,5,3,10,49,22,4,0,0,2,3,0,0,0,0,3,0,5,1,6
27681,Fix Released,Navneet,Low,3,Huang Zhiteng,182.9967,13,7,12,6,31,147,55,7,8,0,0,7,0,0,1,0,0,0,7,14,21
27682,Fix Released,Walt Boring,Low,3,Walt Boring,151.6514,10,4,8,3,66,299,160,4,0,0,0,7,0,0,1,0,0,2,4,2,6
27683,Fix Released,John Griffith,Low,3,David Kranz,2046.8508,10,4,6,3,234,2279,1425,4,0,0,0,0,0,0,0,0,8,6,6,0,6
27684,Fix Released,Michael Kerrin,Low,3,Eric Harney,1521.5517,20,6,20,6,29,96,46,6,0,0,0,0,0,1,7,0,13,32,11,4,15
27685,Fix Released,Aswad Rangnekar,Low,3,Aswad Rangnekar,1015.5964,10,4,5,3,17,47,11,4,0,0,1,4,0,0,0,0,3,0,3,3,6
27686,Fix Released,Aswad Rangnekar,Low,3,Aswad Rangnekar,972.7858,10,4,5,3,17,47,11,4,0,0,0,5,0,0,0,0,0,0,3,3,6
27687,Fix Released,Sean Roberts,Low,3,Sean Roberts,840.3933,11,4,7,3,52,73,25,4,0,0,0,8,0,0,0,0,0,2,5,1,6
27688,Fix Released,ling-yun,Low,3,ling-yun,837.0833,19,5,15,4,47,196,115,5,0,0,0,15,0,0,0,0,0,17,7,3,10
27689,Fix Released,Andres Buraschi,Low,3,Attila Fazekas,822.12,11,5,10,4,5,19,4,5,0,0,2,5,0,0,0,2,10,0,7,3,10
27690,Fix Released,Takashi NATSUME,Low,3,Takashi NATSUME,553.5956,10,5,6,4,8,49,32,5,1,0,2,7,0,0,1,0,4,0,6,4,10
27691,Fix Released,huangtianhua,Low,3,huangtianhua,358.6131,10,4,7,3,128,399,33,4,0,0,2,4,0,0,1,0,1,0,4,2,6
27692,Fix Released,zhangyanzi,Low,3,zhangyanzi,344.1653,9,4,5,3,10,49,22,4,0,0,0,5,0,0,0,0,0,1,4,2,6
27693,Fix Released,ling-yun,Wishlist,2,ling-yun,289.2639,10,4,6,3,47,196,115,4,1,0,0,5,0,0,0,0,0,0,3,3,6
27694,Fix Released,Ollie Leahy,Undecided,1,Ollie Leahy,214.1183,8,3,6,2,13,44,14,3,0,0,0,6,0,0,0,0,0,0,2,1,3
27695,Fix Released,Victor Rodionov,Undecided,1,Victor Rodionov,96.73,10,3,6,2,7,24,0,3,0,0,0,6,0,0,0,0,0,0,2,1,3
27696,Fix Released,Kiyohiro Adachi,Undecided,1,Kiyohiro Adachi,1464.4772,8,3,5,2,22,123,50,3,0,0,0,5,0,0,0,0,0,0,2,1,3
27697,Fix Released,zhangchao,Undecided,1,zhangchao,1378.5292,9,4,5,3,23,114,5,4,0,0,1,4,0,0,0,0,4,0,5,1,6
27698,Fix Released,Eric Harney,Undecided,1,Eric Harney,1369.9692,7,3,5,2,69,577,328,3,0,0,0,0,0,0,2,0,3,0,2,1,3
27699,Fix Released,Victor Rodionov,Undecided,1,Victor Rodionov,1350.2433,9,3,6,2,7,24,0,3,0,0,0,7,0,0,0,0,0,0,2,1,3
27700,Fix Released,Xingchao Yu,Undecided,1,Xingchao Yu,1217.9636,8,3,5,2,6,3,0,3,0,0,0,5,0,0,0,0,0,1,3,0,3
27701,Fix Released,Qin Zhao,Undecided,1,Qin Zhao,1166.5994,10,4,8,3,24,89,34,4,0,0,2,6,0,0,0,0,6,0,5,1,6
27702,Fix Released,Kartik Bommepally,Undecided,1,Kartik Bommepally,1131.835,10,4,7,3,11,32,6,4,0,0,1,6,0,0,0,0,6,0,5,1,6
27703,Fix Released,John Griffith,Undecided,1,David Kranz,1061.1539,8,3,8,3,234,2279,1425,3,0,0,0,0,0,0,0,0,6,3,3,0,3
